GSM3378079	GSM3378080	GSM3378081	GSM3378082	GSM3378083	GSM3378084
HCG23	0	0	0	0	0	0
BTNL2	0.0412	0.02369	0	0	0.02146	0.0183
HLA-DRA	0.6	0.6274	0.2008	0.2719	0.1136	0.3876
HLA-DRB5	0.2449	0	0.1352	0.1466	0.3572	0.2176
HLA-DRB6	0.5454	0.251	0.2008	0.1632	0.9659	0.9691
HLA-DRB1	0.3874	0.1273	0.2547	0.1656	0.2306	0.3442
LOC107986589	0	0	0	0	0	0
HLA-DQA1	0	0	0	0	0	0
HLA-DQB1	13.73	12.79	5.479	5.855	6.461	6.502
HLA-DQB1-AS1	3.539	4.211	1.123	1.217	1.525	1.735
LOC102725019	0	0	0	0	0	0
HLA-DQA2	0	0	0	0	0	0
MIR3135B	0	0	0	0	0	0
HLA-DQB2	0.885	1.357	0.5429	0.5393	0.6146	0.3931
HLA-DOB	0.3048	0.4675	0.2337	0.4559	0.3704	0.4513
TAP2	25.99	24.71	13.21	13	20.42	22.87
PSMB8	2.959	3.099	1.341	0.5286	1.196	0.7848
PSMB8-AS1	13.72	12.7	6.879	6.903	5.619	5.66
TAP1	48.53	47.95	24.94	29.14	19.66	22.91
PSMB9	7.418	9.219	1.402	1.915	1.242	1.059
LOC100294145	31.11	30.7	43.73	43.82	44.21	48.29
HLA-DMB	10.54	10.06	13.93	15.9	15.72	14.96
HLA-DMA	14.54	14.67	39.81	38.23	21.76	20.04
BRD2	158.9	155.5	219.5	228.1	159.5	170.3
HLA-DOA	0	0.02237	0	0	0	0
HLA-DPA1	0.5389	0.3985	0.1417	0.3455	0.401	0.2052
HLA-DPB1	0.05063	0.01941	0.03106	0.01683	0.05275	0.02999
HLA-DPB2	0.1674	0	0	0	0	0
LOC105375021	0.5103	0.587	1.61	1.381	1.823	1.49
HCG24	0	0	0	0	0	0
COL11A2	0.6745	0.5774	0.4114	0.524	0.3758	0.4807
RXRB	42.08	40.54	40.79	45.31	36.8	37.22
SLC39A7	169.3	170.3	358.9	359.7	185.3	193.6
HSD17B8	84.11	88.82	84.57	87.45	94.81	90.16
MIR219A1	2.449	3.522	2.818	2.443	1.276	2.72
RING1	69.22	70.32	67.65	70.99	60.26	68.4
LOC105375022	1.144	1.128	0.4514	0.7337	1.277	2.251
HCG25	44.84	43.09	38.8	37.93	37.33	41.62
VPS52	67.52	66.17	55.62	59.2	56.99	59.73
RPS18	8554	8375	7538	7465	8492	7723
B3GALT4	3.639	3.412	14.38	15.46	3.461	3.408
WDR46	42.14	40.28	40.86	41.13	37.15	39.12
MIR6873	2.138	2.46	0.9839	1.066	0	0.9499
PFDN6	172.6	181.3	172.2	159.7	168.8	158.6
MIR6834	4.99	2.87	6.122	4.146	6.931	4.433
RGL2	99.55	94.72	110.7	119.7	84.87	93.77
TAPBP	139.3	139.3	77.13	82.36	44.12	47.63
ZBTB22	28.81	26.54	32.78	32.53	21.68	22.56
DAXX	96.16	97.6	91.14	89.34	69.26	71.08
SMIM40	0	0	0.1051	0.1138	0	0.2029
KIFC1	37.06	37.88	20.46	21.13	52.95	57.32
PHF1	29.84	27.59	51.4	56.83	23.71	27.72
CUTA	201.9	193.2	189.3	184.6	182.7	173.8
SYNGAP1	12.82	10.9	10.69	13.23	10.25	12.82
MIR5004	6.295	6.517	3.476	10.67	4.591	9.507
ZBTB9	18.04	17.12	14.93	14.92	17.63	17.63
LOC107986537	0	0	0	0.1294	0	0
BAK1	23.1	23.37	23.01	25.11	22.75	24.39
GGNBP1	0.1349	0.6205	0.1861	0.269	0.4215	0.1198
LINC00336	0	0	0	0	0	0
ITPR3	21.53	21.88	17.89	18.71	22.13	22.8
ITPR3-AS1	4.132	4.537	5.761	6.055	5.935	5.283
LOC105375023	0.1366	0.3143	0.5029	0.4087	0.427	0.2428
UQCC2	131	134.5	150.5	149.6	160.4	144.5
MIR3934	21.4	18.1	20.28	29.51	19.02	23.49
IP6K3	0.07065	0.13	0.104	0.2536	0.02944	0.06277
LEMD2	10.63	10.97	11.74	12.22	9.194	10.3
LOC105375024	0	0	0.05222	0.05659	0.05912	0.1008
MLN	0	0	0.1111	0	0	0
LOC105375025	0	0	0	0	0	0
LOC105375027	0.006369	0.01465	0	0.01905	0.05308	0.01697
LINC01016	0	0.02459	0.01967	0.02132	0.02227	0.01899
LOC105375026	0	0	0	0	0	0
MIR7159	0	0	0	0	0	0
LOC107986590	0	0	0	0	0	0
MIR1275	0	0	0	0	0	0
GRM4	0	0.009247	0.007398	0.05612	0.008375	0.02143
HMGA1	119.5	118.9	66.35	67.2	101.5	103.4
MIR6835	27.36	20.58	11.62	13.64	17.54	25.25
SMIM29	49.2	48.83	43.92	49.29	36.89	34.48
NUDT3	21.39	23.14	19.77	18.36	18.58	19.64
RPS10-NUDT3	249.8	248.2	235.1	234.3	259	233.9
RPS10	716.3	704.2	674.7	675.3	748.5	669.9
PACSIN1	9.356	9.042	15.26	15.79	11.81	12.97
SPDEF	63.17	59.51	359.9	420.1	118.1	123.3
ILRUN	31.76	32.03	31.67	31.29	29.99	31.43
LOC105375028	0	0	0.3898	0.8449	0	0
ILRUN-AS1	27.23	29.5	24.33	25.43	25.82	21.89
SNRPC	162.9	167.4	144	138.9	171.9	163.2
BLTP3A	23.29	25.65	19.74	18.33	26.27	27.34
TAF11	51.16	47.59	39.65	38.41	47.77	49.29
ANKS1A	8.475	9.126	7.388	7.736	7.821	8.019
TCP11	0.0504	0	0	0.02513	0	0.04477
LOC112267955	0.02886	0	0	0.05756	0.06013	0.05128
SCUBE3	0.3106	0.309	0.2549	0.2846	0.1836	0.2759
LOC101929285	0.2939	0.2387	0.2068	0.3793	0.3602	0.4915
ZNF76	32.21	30.95	26.79	29.03	29.03	31.32
DEF6	16.46	16.5	24.49	27.41	22.34	22.88
PPARD	21.52	21.43	16.21	17.29	20.3	21.48
FANCE	8.08	8.428	7.659	7.395	12.18	13.77
RPL10A	1672	1645	1387	1371	1619	1491
MIR7111	8.42	16.14	9.47	8.396	14.62	12.47
TEAD3	17.71	16.01	19.53	20.56	17.13	17.27
TULP1	0.6355	0.3289	0.4386	0.507	0.5296	0.621
LOC101929309	0	0	0.4799	0.5201	0.04179	0.1069
FKBP5	15.43	16.68	448.4	440.7	66.08	72.45
LOC112267956	0	0.03864	0.2164	0.201	0	0
MIR5690	0	0	0	0.9202	0	0
LOC285847	0.6223	0.6263	4.724	6.748	1.134	1.555
ARMC12	0.8912	0.8751	7.601	9.71	1.653	1.873
CLPSL2	0	0	0	0	0	0
CLPSL1	0	0	0	0	0	0
CLPS	0	0	0	0	0	0
LHFPL5	0.09697	0.1859	0.119	0.0967	0.202	0.05743
SRPK1	65.52	70.55	54.64	53.91	73.08	74.69
SLC26A8	0	0	0	0.05471	0.05716	0
LOC105375035	0.1623	0.2801	0	0.08093	0	0
LOC105375034	0.1606	0	0	0.08006	0	0
MAPK14	20.69	20.97	19.99	20.71	22.28	23.24
MAPK13	11.74	11.26	9.209	9.507	10.77	12.01
BRPF3-AS1	0.7819	0.9316	0.2313	0.2785	0.4946	0.6947
BRPF3	23.1	24.01	21.14	21.96	23.96	25.45
LOC105375036	0.01727	0.01986	0.01589	0	0	0
PNPLA1	0.02206	0.03806	0	0	0	0.009799
BNIP5	0.1239	0.07918	0.07601	0.06864	0.1578	0.06115
ETV7	0.7208	0.5221	0.3194	0.1864	0.5841	0.4981
ETV7-AS1	0.4917	0	0	0	0	0
PXT1	0.2275	0.1121	0.2392	0.1944	0.2031	0.1443
KCTD20	54.58	54.82	53.6	53.53	56.75	60.11
STK38	35.44	35.02	28.48	27.83	31.33	33.36
SRSF3	169.9	170.3	118.6	114.3	183.9	184.4
MIR3925	0	0	0	0	0	0
LOC105375038	0.03916	0.04505	0.03604	0.03905	0.0408	0.1044
PANDAR	2.818	2.624	2.14	2.364	2.842	2.623
CDKN1A	193.4	184.9	136.8	135.6	100.3	98.16
DINOL	0.425	0.6518	0.1955	0.2119	0.1476	0.1888
RAB44	0.01034	0.02379	0	0.01031	0.01077	0
CPNE5	0.02519	0.04346	0.04636	0	0.01312	0.04476
C6orf89	40.83	44.21	43.82	42.94	42.18	41.86
PPIL1	87.75	85.46	67.51	63.09	102.1	102.6
PI16	0	0	0	0	0	0
MTCH1	111.3	110.9	115.3	118.2	119.3	121.9
FGD2	0.009055	0.01042	0	0.03612	0	0.008044
PIM1	6.28	6.163	2.775	3.181	8.359	8.147
TMEM217	1.081	1.226	0.6727	0.653	0.6029	0.5141
TBC1D22B	10.69	10.91	8.302	8.08	7.714	7.365
LOC105375040	0	0	0	0	0	0
RNF8	8.703	9.086	5.85	5.359	9.858	9.548
LOC107986531	2.953	3.573	2.249	2.488	2.281	2.488
CMTR1	33.01	33.6	28.85	29.86	32.15	33.28
CCDC167	91.38	92.11	119.2	122.2	106.6	92.9
LINC02520	0	0	0	0	0	0
MIR4462	0	0	0	0	0	0
MDGA1	1.032	1.108	1.974	2.519	1.28	1.588
ZFAND3-DT	0.5594	0.5898	0.6435	0.4649	0.6799	0.5384
ZFAND3	68.58	69.84	100.7	103.7	62.48	65.34
BTBD9	6.126	6.197	6.481	6.308	6.303	6.621
LOC105375045	0	0	0	0.07056	0.07371	0.06286
BTBD9-AS1	0	0	0	0.206	0	0
LOC105375044	1.217	1.12	1.064	0.8495	1.014	1.243
GLO1	483.6	497.8	438.5	432.2	598.2	642.3
DNAH8	1.275	1.2	0.6706	0.8093	1.549	1.751
DNAH8-AS1	2.029	1.458	1.517	1.391	1.849	1.915
GLP1R	1.575	1.506	0.1516	0.1735	0.2766	0.4392
LOC105375046	3.008	2.703	0.5766	0.453	0.7344	0.5427
MIR9983	0	0	0	0	1.032	0
SAYSD1	19.72	20.71	11.83	11.67	16.49	16.85
KCNK5	2.974	2.826	0.7537	0.9233	2.17	2.642
KCNK17	0.2011	0.09252	0	0.3208	0.08379	0.1072
LOC105375047	0	0.2491	0	0	0	0
KCNK16	0	0	0	0.03259	0.03405	0
KIF6	0.2137	0.2028	0.09343	0.1865	0.2895	0.2801
LOC107986594	0	0	0	0	0	0
DAAM2	0.06299	0.07245	0.04347	0.06281	0.09296	0.08393
DAAM2-AS1	0.1013	0.1165	0.1864	0.101	0.1055	0.08999
MOCS1	7.747	7.82	6.901	7.391	9.241	8.813
LOC102723789	0	0	0	0	0.07627	0
LOC105375049	0	0	0	0.01926	0	0
LOC105375050	0	0	0	0	0	0
LINC00951	0	0	0	0	0	0
TDRG1	0.2871	0.3303	1.215	1.088	0.2393	0.2041
LRFN2	0.1628	0.1543	0.1032	0.08555	0.2383	0.2853
LOC105375051	0	0.0195	0	0	0.01766	0
LOC101929535	0	0	0	0	0	0
LOC105375052	0	0	0	0	0	0
LOC105375053	0	0.1331	0	0	0	0
LOC101929555	1.682	1.485	0.1934	0.2096	0.5006	0.1334
UNC5CL	0.7684	0.5647	0.5499	0.3831	0.3335	0.474
TSPO2	0.03979	0.04577	0.03661	0.03968	0.0829	0.106
APOBEC2	0.2061	0.3794	0	0.2466	0.2147	0.1099
OARD1	19.11	21.01	15.97	16.29	19.15	18.49
NFYA	26.22	27.15	23.56	24.94	23.78	25.93
ADCY10P1	1.076	1.17	1.18	0.8233	0.7372	0.9692
TREML1	0	0	0	0	0	0
LOC105375056	0	0	0	0	0.03079	0
TREM2	0	0	0	0	0	0
LOC107986595	0	0	0	0	0	0
TREML2	0	0	0	0	0	0.01547
TREML3P	0.1777	0.06815	0	0.05908	0	0.1579
LOC105375055	0.2486	0	0	0	0	0
TREML4	0.02071	0.02382	0	0	0	0
TREML5P	0	0	0	0	0	0
TREM1	0	0	0	0.009198	0.009609	0
NCR2	0	0	0.03768	0	0.04266	0
LOC100505711	0	0	0	0	0	0
LOC107986538	0	0.0826	0	0	0	0.0638
LOC112267957	0.3278	0.5656	0.05027	0.05448	0.05691	0.2427
LINC01276	0	0.09495	0	0	0	0
FOXP4-AS1	16.2	19.3	6.921	8.736	10.16	8.444
FOXP4	21.55	20.59	16.07	18.41	15.68	16.57
MIR4641	1.021	1.174	0.9392	1.018	0	1.813
MDFI	0.0214	0	0	0.02134	0	0
TFEB	4.747	4.801	5.711	6.833	5.33	5.365
MIR10398	0	0	0	1.178	1.231	1.05
PGC	0.966	0.6838	36.24	37.61	5.419	6.436
FRS3	3.131	3.562	3.474	3.608	3.697	3.91
PRICKLE4	22.7	21.35	16.31	17.84	16.33	18.59
TOMM6	416.4	417.3	389.9	380.2	427.5	395.7
USP49	4.417	4.439	3.062	3.238	3.782	4.3
MED20	17.44	17.68	16.54	16.58	17.96	19.38
BYSL	51.24	48.17	41.53	41.64	51.55	52.77
CCND3	34.88	36.84	31.38	32.24	51.06	53.18
LOC105375060	0	0	0	0	0	0
LOC105375059	0	0	0	0	0	0
TAF8	6.989	7.654	6.458	6.73	6.503	7.127
C6orf132	10.43	10.29	14.29	14.56	14.06	15.35
GUCA1A	0	0	0.02659	0	0.0301	0
GUCA1ANB	0	0	0	0	0	0
GUCA1B	0.2671	0.2731	0.2185	0.2959	0.2473	0.3954
MRPS10	52.06	49.14	39.37	39.88	46.25	47.38
TRERF1	5.326	5.749	2.141	2.325	5.486	6.03
LOC105375061	0.3571	0.4518	0.2629	0.3561	0.2418	0.5868
LOC107986596	1.57	1.223	0.7782	0.7951	1.183	1.309
UBR2	15.24	15.94	12.95	13.48	12.97	13.67
PRPH2	0.01148	0	0	0.0229	0	0
ATP6V0CP3	0	0	0	0	0	0
TBCC	34.1	33.77	32.69	32.92	33.69	34.76
BICRAL	18.99	19.49	18.85	18.2	19.55	19.87
LOC401261	2.381	2.739	1.649	2.35	1.611	1.832
RPL7L1	178.6	183.2	154.8	150.5	189.4	198.1
C6orf226	38.21	35.47	42.84	54.51	33.89	34.49
LOC105375063	0	0	0	0.1949	0.06786	0
PTCRA	0.04033	0.0464	2.747	4.103	0.5042	0.7525
CNPY3	26.07	26.72	49.06	53.16	26.02	27.78
CNPY3-GNMT	21.93	23.6	110.8	114.3	27.78	28.34
GNMT	8.576	9.433	103.1	104.9	12.98	13.96
PEX6	18.24	16.16	19.22	21.02	15.24	17.48
MEA1	57.45	56.85	65.84	66.57	63.26	60.78
PPP2R5D	59.05	58.12	57.74	57.44	63.65	64.86
KLHDC3	130.8	131.5	102.7	108	137.3	142.5
RRP36	88.18	94.25	101.7	104.8	102.6	99.56
CUL7	27.13	25.04	38.36	40.92	25.29	26.67
MRPL2	48.54	51.22	41.44	45.28	46.04	49.01
KLC4	14.2	12.75	11.31	12.65	8.298	8.488
KLC4-AS1	3.572	2.844	3.203	3.105	2.242	2.766
PTK7	32.94	33.6	21.2	23.01	29.3	29.24
SRF	25.39	25.32	26.46	27.44	26.84	27.5
CUL9	11.07	11.48	8.328	9.989	8.698	9.658
DNPH1	163.3	161.6	127	145.4	154.9	147.3
TTBK1	0.2793	0.2607	0.03395	0.03679	0.08785	0.04214
LOC105375064	0.1577	0.06049	0	0.05244	0	0
SLC22A7	0.08197	0.01886	0.01509	0	0	0.01456
CRIP3	0.06797	0.3127	0	0	0	0
ZNF318	17.69	18.07	12.74	13.18	14.74	16.02
LOC105375065	0.1033	0.1018	0.01358	0.02943	0.04612	0.03933
ABCC10	7.999	7.339	6.419	7.646	5.803	5.832
MIR6780B	0	0	0.7846	0.8503	0	0
DLK2	1.989	1.089	1.133	1.582	1.061	1.304
LOC107986597	3.15	1.672	3.122	1.691	2.777	2.153
TJAP1	21.99	20.91	17.88	21.39	16.23	18.34
LRRC73	3.283	2.952	1.806	2.22	1.612	2.749
YIPF3	149.9	148.6	156.8	167.8	124.7	127.1
POLR1C	49.82	45.94	36.04	36.44	48.93	50.32
XPO5	53.6	54.57	37.02	37.64	50.68	56.65
POLH	12.05	11.62	6.429	6.343	11.07	11.4
GTPBP2	53.51	52.77	51.86	55.5	30.37	34.95
MAD2L1BP	39.38	40.31	40.58	39.97	42.15	41.3
RSPH9	8.016	8.414	20.54	22.06	9.499	9.925
MRPS18A	31.79	34.1	86.24	90.12	37.4	39.61
VEGFA	98.18	94.38	314.8	332.9	76.51	86.28
LOC105375070	0	0.1028	0	0	0	0
LOC107986598	0	0	0	0.02034	0	0
LOC105375069	0	0	0	0	0	0
LINC02537	0	0	0	0.0485	0	0
LOC105375068	0	0.05121	0	0	0	0
LINC01512	0.2066	0.2377	0.2445	0.206	0.1845	0.3409
LOC105375067	0.02002	0	0	0	0	0
SCIRT	0.4105	0.506	6.746	6.521	5.285	4.82
LINC03040	0.0509	0.02928	0.08198	0.05076	0.01326	0
MRPL14	75.84	80.57	57.09	59.96	76.51	70.27
TMEM63B	37.49	36.69	39.57	40.89	37.2	38.36
LOC107986599	18.61	17.86	18.49	21.51	16.63	18.78
CAPN11	0	0.02348	0	0.06106	0.02126	0.0544
LOC105375072	0	0	0	0	0	0
MYMX	0	0	0	0	0	0
SLC29A1	28.14	27.78	10.1	10.29	50.74	52.81
HSP90AB1	2063	2052	1646	1614	2011	2052
SLC35B2	82.45	81.78	81.35	80.39	78.1	78.79
MIR4647	87.57	98.79	88.33	98.24	97.36	101
NFKBIE	19.02	19.5	11.87	11.63	6.646	6.536
TMEM151B	0	0	0.02524	0.01368	0.01429	0.01219
TCTE1	0.1895	0.1845	0.161	0.1454	0.1975	0.2591
AARS2	19.63	18.71	15.74	17.33	19.8	21.43
SPATS1	0.08139	0.05617	0.01498	0.06493	0.01696	0.02892
CDC5L	35.44	36.07	27.89	25.91	37.71	39.37
MIR4642	0	0	0	0	0	0
LOC105375074	0	0	0	0	0	0
LOC105375075	0	0	0	0	0	0
LOC101929770	1.084	0.9976	0.4656	0.3964	0.6023	0.9952
SUPT3H	1.334	1.37	0.9417	0.7564	1.262	1.171
LOC107986600	0.05546	0.02552	0.05103	0.02212	0.05777	0.06898
MIR586	0	0	0	0	0	0
RUNX2	8.895	9.043	2.687	2.968	5.067	4.765
RUNX2-AS1	0	0.01408	0	0	0	0
LOC107986519	0	0	0	0	0	0
CLIC5	0.086	0.1079	0.01439	0.02339	0.08959	0.0764
LOC105375078	0	0	0	0	0	0
ENPP4	19.07	20.2	12.27	11.35	14.81	16.38
ENPP5	24.28	23.18	10.68	10.86	17.17	17.64
LOC105375079	0	0.00649	0.005192	0	0.005878	0.01504
RCAN2	1.418	1.294	0.3403	0.3227	0.61	0.6435
LOC101926915	0	0	0	0	0	0
RCAN2-DT	0.09979	0	0	0	0.05198	0
CYP39A1	5.314	5.814	1.684	1.92	4.293	3.934
SLC25A27	11.21	10.07	6.622	7.019	7.943	10.46
TDRD6-AS1	0.1108	0	0	0	0	0
TDRD6	0.1172	0.07487	0.03594	0.06491	0.06102	0.07517
PLA2G7	0.8263	0.7224	0.2433	0.2719	0.7489	0.7267
ANKRD66	0.07294	0.04195	0.01678	0	0	0.0324
MEP1A	0	0.02256	0	0	0	0.01742
ADGRF5	0	0.01239	0	0	0.01122	0.009567
ADGRF5-AS1	0	0	0	0	0	0
LOC105375080	0	0	0	0	0	0
ADGRF1	0.1	0.08947	0	0.02216	0.03473	0.009871
LOC105375081	0.1214	0	0	0	0	0
TNFRSF21	105.8	111.1	8.518	8.925	12.71	14.38
LOC105375082	0	0	0	0	0	0.1481
CD2AP	61.98	66.04	70.26	68.26	73.8	78.52
ADGRF2	0	0.01228	0	0	0	0
ADGRF4	0.7106	0.3716	0.09908	0.04295	0.1346	0.1339
OPN5	0	0.007342	0	0	0	0
LOC107986601	0	0	0	0	0	0
PTCHD4	0.01282	0.01769	0	0.01022	0.00534	0.002277
LOC107986602	0.03667	0	0.03374	0	0	0
MMUT	55.27	58.94	49.58	47.12	49.75	50.87
CENPQ	25.11	28.45	17.29	15.39	37.13	38.37
GLYATL3	0.06183	0.1422	0	0	0	0
C6orf141	0.2133	0.1699	0.0302	0	0.01709	0
RHAG	0.03273	0	0.5723	0.6201	0	0.02908
CRISP2	0	0	0.02674	0.02898	0	0
CRISP3	3.764	2.897	4.881	4.374	2.933	3.054
PGK2	0	0	0.03812	0.04131	0.08631	0.0368
LOC101927020	0	0	0	0.1338	0	0
LOC101927048	0	0	0	0	0	0
CRISP1	0.02367	0	0.06534	0.0472	0	0.02103
DEFB114	0	0	0	0	0	0
DEFB113	0	0	0	0	0	0
DEFB110	0	0	0	0	0	0
DEFB112	0	0	0	0	0	0
LOC100505985	0	0	0	0	0	0
TFAP2D	0	0	0	0	0	0
LOC105375084	0	0	0	0	0	0
TFAP2B	0	0	0.009053	0	0	0
LOC105375085	0	0	0	0.09996	0	0.1781
PKHD1	0.008171	0.004699	0.00376	0.002037	0.0149	0.005444
LOC101927082	0	0	0	0	0	0
LOC105375087	0	0	0	0	0.009158	0
MIR206	0	0	0	0	0	0
LINCMD1	0	0	0	0	0	0
MIR133B	0	0	0	0	0	0
IL17A	0	0	0	0	0	0
LOC102724327	0	0	0	0	0	0
IL17F	0	0	0	0	0	0
MCM3	78.6	82	34.4	32.99	142.4	146.9
PAQR8	0.7429	0.608	0.2103	0.2564	0.8334	0.7234
EFHC1	6.87	6.212	8.16	9.078	5.922	7.265
TRAM2	7.813	8.206	6.899	7.986	9.806	9.841
LOC107986603	0.06429	0.07396	0.01972	0	0.06698	0.07616
TRAM2-AS1	11.14	12.06	9.911	9.427	11.58	11.79
LOC730101	15.31	15.91	5.602	6.053	13.46	14.99
TMEM14A	118.1	123.3	81.16	79.44	129.5	126.8
GSTA7P	0	0	0	0.03537	0	0.0105
GSTA2	2.323	2.381	1.533	0.9064	2.472	3.23
GSTA1	11.91	11.07	5.754	6.103	13.68	14.02
GSTA5	0.3189	0.4585	0.2201	0.159	0.6643	0.4249
LOC105375091	0.05575	0.01283	0.02052	0.03336	0.01162	0.01981
GSTA3	0.1031	0.05928	0	0.05139	0	0
GSTA4	87.3	85.89	57	54.24	68.35	70.81
RN7SK	12.58	19.14	285.1	19.02	22.83	14.78
CILK1	40.77	43.69	23.73	21.8	34.44	37.63
FBXO9	70.61	70.25	42.39	43.84	56.83	58.39
GCM1	0.03181	0.0183	0.2195	0.2062	0.08285	0.08478
ELOVL5	155.8	163.6	795	784.2	502	541.9
MIR5685	0.8526	0	2.354	4.251	0	3.03
RPS16P5	0	0	0.1178	0.08508	0	0.0379
LOC107986604	0	0	0.1494	0	0	0
GCLC	23.93	24.38	26.4	27.82	20.9	24.11
LOC105375095	0.4606	0.3973	2.543	2.526	1.799	1.841
LOC101927136	0.07631	0.04389	0	0.01902	0	0.01695
LINC01564	0.119	0.2738	0	0	0	0
KLHL31	0.6792	0.5317	1.259	1.317	1.061	1.123
LRRC1	3.458	3.631	3.465	2.755	3.935	4.176
LOC101927189	0.04252	0	0	0	0	0
MLIP-IT1	0	0	0	0	0	0
MLIP	0.005919	0	0	0	0	0
MLIP-AS1	0	0	0	0	0	0
LOC105375097	0	0	0	0	0	0
LOC105375098	0	0	0	0	0	0
TINAG	0	0	0	0	0	0
TINAG-AS1	0	0	0	0	0	0
LOC107986606	0.3347	0.385	0.3465	0.3129	0.3269	0.446
FAM83B	0	0	0	0	0	0
HCRTR2	0	0	0	0	0	0
GFRAL	0	0	0	0	0	0
HMGCLL1	0	0	0	0	0	0
BMP5	0	0	0	0.006142	0	0
LOC107986539	0	0	0	0	0	0
LOC105375100	0	0	0	0	0	0
COL21A1	0.01337	0	0	0	0.01393	0.01188
DST	1.225	1.24	0.8506	0.8959	1.293	1.253
DST-AS1	0	0	0.07495	0	0	0
BEND6	0.1663	0.08925	0.1632	0.06632	0.1501	0.2659
KIAA1586	17.58	17.22	11.91	11.61	21.02	22.09
ZNF451	8.273	7.555	7.059	7.288	8.236	8.936
ZNF451-AS1	0	0.2246	0	0.09735	0.1017	0.3469
BAG2	5.691	5.663	3.706	3.641	7.439	7.329
RAB23	8.454	8.464	5.352	4.492	11.88	13.3
LINC03001	0	0	0	0	0	0
PRIM2	5.575	5.749	4.304	3.92	13.31	13.7
MIR548U	0	0	0	0	0	0
LOC105375103	0	0	0	0	0	0
TRI-AAT1-1	0	0	0	0	0	0
LOC105375102	0	0	0	0	0	0
TRNAI-AAU	0	0	0	0	0	0
LOC105375101	0	0	0	0	0.04405	0
TRM-CAT7-1	0	0	0	0	0	0
LOC101927268	1.2	0.9662	0.681	0.7579	0.9792	1.066
GUSBP4	2.684	2.686	1.642	1.78	1.915	2.122
LINC00680-GUSBP4	6.284	5.798	3.795	4.047	4.91	5.059
LINC00680	6.69	6.287	4.429	5.396	6.969	7.03
LOC101927293	0.2765	0.1789	0.2306	0.2413	0.342	0.4529
KHDRBS2	0	0	0	0	0.003827	0
MTRNR2L9	18.29	19.02	26.11	20.51	17.65	18.51
LGSN	0.2777	0.303	0.1835	0.2556	0.2077	0.1581
PTP4A1	137.6	143.4	130.4	127.3	130.2	141.8
PHF3	8.047	8.243	5.911	5.918	7.325	7.646
EYS	0.1692	0.1335	0.04449	0.04822	0.05037	0.03866
SCAT8	1.482	1.705	0.6395	0.462	0.3861	0.3292
LOC105377836	0	0	0	0	0	0
LOC107986608	0	0	0	0	0	0
LOC105377837	0	0	0	0	0	0
LOC107986607	0	0	0	0	0	0
ZC3H11C	6.759	7.506	6.607	6.461	7.009	7.347
SLC25A51P1	0	0.09655	0.07724	0.04185	0.04372	0.03728
LOC105377838	0	0	0	0	0	0
LOC105377840	0	0	0	0	0	0
LOC105377839	0	0	0	0	0	0
LOC105377841	0	0	0	0	0	0
LOC107986540	0	0	0	0	0	0
LOC105377843	0	0	0	0	0	0
LOC105377842	0	0	0	0	0	0
LOC105377845	0	0	0	0	0	0.08992
LOC107986610	0	0	0	0	0	0
LOC105377844	0	0	0	0	0	0
LOC102723883	0	0	0	0	0	0
LOC105377846	0	0	0	0	0	0
LINC02549	0	0	0	0	0	0
ADGRB3-DT	0	0	0	0	0	0
ADGRB3	0.01106	0	0	0.02206	0	0
LMBRD1	25.36	24.33	28.36	28.1	23.05	25.58
COL19A1	0	0	0	0	0	0
COL9A1	0	0	0	0	0	0
LOC105377848	0.09265	0	0	0.09239	0	0
LOC105377847	0.06107	0	0	0	0	0.1628
LINC01610	0	0	0.0921	0	0	0.08892
FAM135A-AS1	1.698	1.302	1.389	0.9408	1.376	0.8381
FAM135A	6.997	7.309	6.143	6.056	9.475	10.78
SDHAF4	25.51	26.98	26.72	24.87	26.16	28.83
SMAP1	9.899	10.05	16.97	17.18	9.4	9.685
B3GAT2	4.039	4.188	7.011	6.975	3.867	4.006
LOC105377850	0	0	0	0	0	0
OGFRL1	15.42	15.94	7.823	7.454	12.27	12.96
MIR30C2	0	0	0	0.9329	0	0
MIR30A	0	0	0	0	0	0
LINC00472	1.021	0.8586	0.5508	0.5617	0.6235	0.6756
LINC01626	0.08714	0	0.08019	0	0.09078	0
LOC105377853	0	0	0	0	0	0
RIMS1	9.038	9.439	9.316	9.331	8.48	8.551
LOC107986611	0	0.3413	0	0	0	0
KCNQ5-DT	0	0.03187	0	0.02763	0.02886	0.02461
KCNQ5	0.1429	0.252	0.07012	0.06649	0.1786	0.1862
KCNQ5-IT1	0.1196	0.2752	0.1101	0	0.1246	0
LOC107984120	0.006627	0.03049	0.006099	0	0.006904	0.02944
LOC105377855	0	0	0	0	0	0
LOC112267959	0	0	0	0	0	0
MIR4282	0	0	0	0	0	0
KCNQ5-AS1	0	0	0	0	0	0
KHDC1L	0.2976	0.4564	0.1826	0	0.5167	0.08813
KHDC1	6.148	6.021	4.018	4.865	6.59	6.827
LOC112267961	0.2368	0.1021	0.0817	0.05903	0.06166	0.184
DPPA5	0.1022	0	0	0	0.213	0.09081
KHDC3L	0	0	0	0	0	0.05771
OOEP	3.075	4.564	4.017	3.561	3.927	4.23
DDX43	12.17	12.53	10.2	10.89	9.183	9.776
CGAS	0.06313	0.04841	0.03873	0.08394	0.02192	0.05608
MTO1	9.684	9.375	9.105	8.584	10.38	11.28
